Year,County,NCICCode,Month,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT200nao_sum,LT50200nao_sum,LT50nao_sum
2012,San Diego County,San Diego Co. Sheriff's Department,1,141,2,5,22,112,604,179,98,327,65,2,0,4,59,79,18,8,53,2,1,1,4,2,5,0,4,1,5,12,8,6,0,2,4,1,1,9,21,48,34,103,76,116,6,56,54,63,11,16,36,88,3,7,0,3,44,142,17,4,77,1,39,148.0,47.0,,57,75
2012,San Diego County,San Diego Co. Sheriff's Department,2,116,0,11,18,87,531,176,72,283,43,0,1,1,41,55,11,10,34,1,1,1,3,1,11,0,9,2,2,5,8,2,0,1,5,1,1,20,8,34,25,86,90,130,16,66,48,46,12,12,22,68,1,3,1,2,37,120,21,4,59,0,39,117.0,59.0,,42,65
2012,San Diego County,San Diego Co. Sheriff's Department,3,90,0,6,9,75,530,201,63,266,28,0,6,2,20,36,9,6,21,0,0,1,1,0,6,0,1,3,2,3,8,0,0,0,1,0,0,7,4,36,28,108,93,154,11,67,76,47,11,10,26,56,0,7,0,3,24,100,28,6,61,0,44,124.0,48.0,,40,54
2012,San Diego County,San Diego Co. Sheriff's Department,4,152,4,4,19,125,501,152,66,283,151,5,12,14,120,140,42,25,73,1,1,3,5,1,4,0,5,3,5,6,4,6,0,0,0,1,8,6,24,63,32,78,74,116,7,57,52,36,9,10,17,63,0,3,2,-2,49,138,11,4,60,0,21,126.0,50.0,,54,53
2012,San Diego County,San Diego Co. Sheriff's Department,5,141,2,3,25,111,483,171,69,243,88,2,4,9,73,69,22,12,35,1,0,0,1,0,1,2,7,0,5,13,12,2,0,3,5,1,2,7,21,47,36,87,84,126,13,58,55,45,9,7,29,62,1,6,0,1,22,107,17,1,67,2,26,120.0,35.0,,33,55
2012,San Diego County,San Diego Co. Sheriff's Department,6,140,4,12,16,108,582,156,106,320,86,1,3,9,73,110,45,27,38,0,0,2,2,1,9,3,2,0,5,9,11,2,0,0,3,1,-1,13,13,51,31,78,78,122,19,49,54,34,8,2,24,96,2,8,0,3,39,147,21,5,69,-1,37,147.0,50.0,,51,72
2012,San Diego County,San Diego Co. Sheriff's Department,7,159,0,7,33,119,530,143,104,283,94,1,6,20,67,121,38,25,58,1,0,0,1,0,6,1,7,5,3,18,13,4,2,3,10,0,1,14,11,68,26,73,70,102,8,39,55,41,11,3,27,96,1,7,0,3,41,127,14,11,60,0,27,114.0,45.0,,58,66
2012,San Diego County,San Diego Co. Sheriff's Department,8,139,0,10,29,100,527,169,83,275,82,0,3,15,64,85,24,16,45,1,1,2,4,1,10,0,8,2,6,13,11,6,0,4,5,0,3,10,9,54,27,83,86,113,13,40,60,56,13,9,34,72,0,11,2,3,44,117,22,3,56,0,28,124.0,41.0,,49,61
2012,San Diego County,San Diego Co. Sheriff's Department,9,165,3,5,18,139,465,128,75,262,87,2,1,5,79,65,10,14,41,0,0,0,0,0,4,1,8,1,1,8,6,6,0,2,3,1,0,22,24,52,41,57,71,90,12,31,47,38,18,5,15,71,0,4,0,1,50,94,18,6,62,0,31,123.0,43.0,,31,65
2012,San Diego County,San Diego Co. Sheriff's Department,10,148,0,9,15,124,536,156,83,297,108,0,7,6,95,94,26,19,49,0,0,1,1,1,7,2,1,5,6,3,6,1,1,4,1,1,1,9,20,62,33,103,53,98,15,37,46,58,19,4,35,75,2,6,1,2,40,123,25,6,60,0,40,143.0,46.0,,50,58
2012,San Diego County,San Diego Co. Sheriff's Department,11,108,1,4,16,87,525,147,90,288,67,0,3,7,57,65,29,3,33,0,0,0,0,0,4,0,4,0,3,9,12,2,0,0,1,0,1,6,11,38,32,84,63,99,5,49,45,48,13,10,25,82,0,8,0,1,21,160,27,5,41,1,32,119.0,54.0,,59,56
2012,San Diego County,San Diego Co. Sheriff's Department,12,131,1,6,19,105,624,161,133,330,86,0,0,13,73,78,16,5,57,0,0,0,0,0,6,0,5,4,3,7,8,4,0,1,4,0,2,12,22,39,32,85,76,118,9,45,64,43,9,9,25,128,-1,6,1,3,46,147,20,4,77,0,32,158.0,59.0,,57,56
2012,San Diego County,Carlsbad,1,21,0,2,1,18,168,46,9,113,5,0,1,1,3,24,7,0,17,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,4,1,10,3,20,26,26,6,12,8,20,6,5,9,8,0,1,0,0,15,58,0,4,19,0,17,47.0,17.0,,23,26
2012,San Diego County,Carlsbad,2,21,0,4,3,14,165,33,10,122,11,0,0,2,9,30,3,0,27,0,0,0,0,0,4,0,0,0,0,3,2,1,0,0,0,0,0,0,1,7,6,21,12,18,4,9,5,15,4,8,3,10,0,0,0,0,24,44,1,5,17,3,28,43.0,13.0,,28,38
2012,San Diego County,Carlsbad,3,25,0,1,3,21,160,36,10,114,15,1,2,1,11,31,7,2,22,1,0,1,2,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,2,15,4,19,17,25,3,10,12,11,7,3,1,9,0,1,0,0,20,45,0,4,25,0,20,51.0,13.0,,18,32
2012,San Diego County,Carlsbad,4,21,0,4,1,16,166,40,5,121,6,0,0,0,6,37,4,1,32,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,6,4,3,3,21,19,29,4,11,14,11,4,3,4,5,0,0,0,0,15,60,0,6,29,0,11,49.0,25.0,,18,29
2012,San Diego County,Carlsbad,5,29,0,3,6,20,153,41,11,101,5,0,0,2,3,21,4,2,15,0,1,0,1,1,1,2,0,0,0,6,4,1,0,0,0,0,1,0,5,11,4,23,18,30,8,13,9,11,4,1,6,11,0,0,0,0,15,37,0,4,24,0,21,54.0,13.0,,11,23
2012,San Diego County,Carlsbad,6,20,0,1,4,15,171,41,16,114,16,0,0,4,12,27,6,0,21,0,0,0,0,0,1,0,0,2,0,2,2,1,0,0,0,0,1,3,1,8,3,17,24,24,3,7,14,17,6,7,4,15,0,1,1,0,9,53,1,4,25,0,21,53.0,16.0,,19,26
2012,San Diego County,Carlsbad,7,19,0,2,6,11,180,45,10,125,14,0,0,2,12,29,0,4,25,0,0,0,0,0,2,0,0,0,2,4,3,1,0,0,1,0,1,1,2,6,2,21,24,31,6,9,16,14,4,3,7,10,0,0,0,0,11,57,0,6,19,0,32,57.0,23.0,,17,28
2012,San Diego County,Carlsbad,8,19,1,2,3,13,171,47,14,110,20,2,1,1,16,16,2,0,14,2,0,0,2,0,2,0,1,0,0,2,1,1,0,1,0,0,0,0,5,4,4,21,26,27,5,4,18,20,12,3,5,14,0,0,0,0,11,52,2,4,12,0,29,55.0,27.0,,8,20
2012,San Diego County,Carlsbad,9,19,0,3,6,10,168,41,19,108,8,0,0,3,5,19,6,3,10,0,0,0,0,0,3,0,1,0,0,5,1,2,0,0,0,1,2,0,5,4,1,23,18,21,2,9,10,20,5,2,13,16,0,3,0,0,10,62,0,2,18,0,16,52.0,14.0,,21,21
2012,San Diego County,Carlsbad,10,18,0,2,5,11,209,38,23,148,9,0,1,3,5,30,3,1,26,0,0,0,0,0,1,1,0,1,0,4,1,1,0,0,1,2,0,2,4,4,1,24,14,22,0,12,10,16,3,2,11,22,0,1,0,1,19,69,0,7,29,0,23,77.0,17.0,,25,29
2012,San Diego County,Carlsbad,11,29,1,2,11,15,207,44,12,151,13,1,0,5,7,36,22,0,14,0,0,0,0,0,2,0,1,1,0,9,5,2,0,1,0,2,1,1,2,7,5,15,29,28,3,13,12,16,9,4,3,12,0,0,0,3,14,79,1,4,27,1,22,70.0,20.0,,27,34
2012,San Diego County,Carlsbad,12,24,0,0,6,18,191,45,10,136,10,0,0,3,7,29,3,2,24,1,1,0,2,0,0,0,1,0,1,4,1,3,0,0,0,0,2,1,4,6,7,27,18,18,3,5,10,27,8,3,16,9,0,1,0,0,14,75,0,3,18,0,26,53.0,13.0,,26,44
2012,San Diego County,Chula Vista,1,41,1,1,17,22,342,49,98,195,17,1,0,5,11,63,2,1,60,2,1,1,4,1,1,0,2,2,3,10,5,7,0,1,0,1,3,6,1,11,4,21,28,36,2,7,27,13,5,4,4,82,15,1,0,3,66,66,13,6,15,0,26,61.0,24.0,,51,59
2012,San Diego County,Chula Vista,2,54,2,1,17,34,431,70,87,274,25,2,0,8,15,79,4,1,74,0,1,0,1,0,1,0,2,5,5,5,3,8,0,1,1,0,4,11,10,11,2,33,37,42,10,15,17,28,6,6,16,60,22,5,1,3,88,87,17,8,42,0,28,81.0,39.0,,58,96
2012,San Diego County,Chula Vista,3,47,1,3,23,20,442,73,84,285,19,1,0,8,10,61,5,0,56,1,0,1,2,0,3,0,5,2,0,16,4,8,2,1,1,0,7,4,5,8,3,38,35,54,13,16,25,19,8,5,6,77,6,1,0,1,70,104,12,10,56,0,32,105.0,51.0,,65,64
2012,San Diego County,Chula Vista,4,41,0,6,11,24,423,88,75,260,11,0,0,4,7,55,9,3,43,2,0,0,2,0,3,3,2,2,1,6,0,7,0,0,1,1,2,3,12,6,3,47,41,70,9,24,37,18,6,6,6,64,8,3,0,1,61,96,17,13,43,0,29,95.0,60.0,,51,54
2012,San Diego County,Chula Vista,5,47,0,3,25,19,397,84,69,244,14,0,0,6,8,55,9,0,46,1,0,0,1,1,3,0,9,4,2,10,7,7,5,2,1,0,3,2,7,8,2,39,45,57,13,22,22,27,10,4,13,58,7,4,0,2,66,88,3,11,48,1,25,104.0,38.0,,61,41
2012,San Diego County,Chula Vista,6,53,1,2,19,31,394,69,81,244,14,1,1,3,9,69,7,1,61,0,1,3,4,0,1,1,2,3,2,12,7,9,0,0,0,1,2,3,17,10,1,31,38,43,8,16,19,26,6,5,15,66,9,6,1,1,71,88,12,9,26,0,36,83.0,42.0,,51,68
2012,San Diego County,Chula Vista,7,50,1,3,16,30,434,70,72,292,18,1,1,7,9,69,4,2,63,1,0,1,2,0,1,2,4,3,1,8,6,4,0,0,3,0,3,3,13,12,2,42,28,45,3,18,24,25,6,7,12,61,7,4,0,2,82,114,16,10,31,0,37,96.0,58.0,,76,62
2012,San Diego County,Chula Vista,8,48,0,3,21,24,390,71,79,240,24,0,2,6,16,51,4,1,46,1,1,0,2,0,1,2,7,5,2,7,5,9,2,0,1,1,3,7,8,6,3,43,28,43,3,16,24,28,5,6,17,63,12,4,0,0,57,104,10,8,32,0,29,90.0,32.0,,54,64
2012,San Diego County,Chula Vista,9,46,0,0,18,28,390,101,57,232,17,0,0,5,12,41,4,4,33,1,0,0,1,0,0,0,4,2,0,12,5,4,0,1,2,0,6,1,9,16,2,47,54,67,6,31,30,34,12,6,16,50,4,3,1,1,43,110,9,11,24,1,32,76.0,42.0,,53,61
2012,San Diego County,Chula Vista,10,47,1,5,23,18,393,83,74,236,15,1,2,6,6,45,7,0,38,0,0,0,0,0,3,2,6,6,0,11,9,5,1,0,2,0,6,3,3,11,1,44,39,52,10,22,20,31,4,8,19,63,8,3,0,1,48,97,7,18,40,0,25,86.0,46.0,,55,49
2012,San Diego County,Chula Vista,11,28,0,3,11,14,275,63,40,172,7,0,1,2,4,25,2,0,23,2,0,0,2,1,2,1,3,2,0,6,3,4,1,1,1,0,1,1,4,5,4,32,31,49,4,20,25,14,3,4,7,28,7,5,0,1,36,78,3,6,22,0,26,70.0,32.0,,36,34
2012,San Diego County,Chula Vista,12,79,1,3,26,49,770,105,186,479,44,1,1,16,26,102,7,11,84,3,1,1,5,1,3,0,5,7,4,10,10,2,1,3,5,0,5,16,16,9,8,57,48,71,8,21,42,34,14,6,14,165,17,4,0,2,89,235,19,12,55,0,67,194.0,80.0,,99,106
2012,San Diego County,Coronado,1,4,3,0,0,1,50,11,1,38,2,0,0,0,2,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,8,3,2,3,3,1,1,1,1,0,0,0,0,5,1,0,28,2,0,2,13.0,12.0,,11,2
2012,San Diego County,Coronado,2,2,0,0,0,2,18,2,3,13,6,3,1,0,2,16,2,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,3,0,0,0,0,1,2,1,7,0,0,2,5.0,2.0,,4,2
2012,San Diego County,Coronado,3,2,0,0,0,2,24,5,1,18,3,0,0,1,2,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,1,1,0,3,2,1,0,1,0,0,0,0,1,2,1,7,0,0,7,9.0,1.0,,5,3
2012,San Diego County,Coronado,4,1,0,0,0,1,42,17,1,24,2,0,1,0,1,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,16,6,2,8,1,1,0,0,1,0,0,0,0,1,1,0,12,2,0,8,10.0,4.0,,9,1
2012,San Diego County,Coronado,5,1,0,0,0,1,46,9,1,36,0,0,0,0,0,7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,0,0,4,5,0,2,3,1,0,0,0,0,0,5,1,13,4,1,12,19.0,8.0,,9,0
2012,San Diego County,Coronado,6,2,0,0,0,2,56,18,1,37,1,0,0,0,1,7,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,12,10,3,4,3,8,3,5,0,1,0,0,0,0,0,3,0,20,8,0,6,13.0,15.0,,8,1
2012,San Diego County,Coronado,7,0,0,0,0,0,83,21,4,58,0,0,0,0,0,29,12,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,10,0,4,6,11,1,8,2,4,0,0,0,1,2,10,1,27,3,0,14,27.0,10.0,,18,3
2012,San Diego County,Coronado,8,2,0,1,0,1,54,8,4,42,0,0,0,0,0,10,1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,1,0,3,4,1,2,1,3,0,1,0,0,2,3,0,27,4,0,6,13.0,18.0,,11,0
2012,San Diego County,Coronado,9,1,0,1,0,0,31,5,1,25,1,0,0,1,0,6,1,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,1,2,1,0,1,1,0,0,0,0,4,2,1,12,3,0,3,8.0,4.0,,10,3
2012,San Diego County,Coronado,10,3,0,0,0,3,50,14,1,35,1,0,0,0,1,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,6,2,1,3,8,3,3,2,1,0,0,0,0,4,6,1,11,1,0,12,12.0,4.0,,16,3
2012,San Diego County,Coronado,11,2,0,1,0,1,31,6,2,23,1,0,0,0,1,9,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,1,3,1,1,1,0,0,2,0,0,0,0,1,8,0,6,1,0,7,11.0,4.0,,6,2
2012,San Diego County,Coronado,12,0,0,0,0,0,19,1,0,18,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,2,7,2,0,2,7.0,6.0,,2,3
2012,San Diego County,Del Mar,1,1,0,0,0,1,9,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1,2,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3.0,1.0,,0,0
2012,San Diego County,Del Mar,2,0,0,0,0,0,12,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,4,3,0,0,1,0,2,4.0,4.0,,1,1
2012,San Diego County,Del Mar,3,0,0,0,0,0,17,3,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,9,0,1,2,0,1,10.0,3.0,,1,0
2012,San Diego County,Del Mar,4,1,0,0,0,1,11,4,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,1,0,2,5.0,0.0,,2,0
2012,San Diego County,Del Mar,5,1,0,1,0,0,13,6,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,1,2,2,0,1,1,0,0,0,0,0,1,4,0,1,0,0,1,5.0,1.0,,0,1
2012,San Diego County,Del Mar,6,4,0,0,0,4,36,8,4,24,1,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,6,2,0,4,2,0,2,0,4,0,0,0,0,1,14,0,0,1,0,8,17.0,4.0,,2,1
2012,San Diego County,Del Mar,7,1,0,0,0,1,24,3,2,19,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,0,0,2,2,0,0,1,0,2,7,0,1,3,0,5,10.0,4.0,,2,3
2012,San Diego County,Del Mar,8,2,0,0,0,2,10,3,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4,5.0,1.0,,0,0
2012,San Diego County,Del Mar,9,2,0,0,0,2,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,8.0,1.0,,0,1
2012,San Diego County,Del Mar,10,3,0,1,0,2,29,6,3,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5,1,2,2,1,0,0,1,2,0,1,0,0,0,16,0,1,0,0,3,13.0,3.0,,2,2
2012,San Diego County,Del Mar,11,0,0,0,0,0,16,4,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,2,0,0,2,0,0,0,0,0,1,9,0,0,1,0,1,5.0,2.0,,3,2
2012,San Diego County,Del Mar,12,0,0,0,0,0,21,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,3,1,0,2,3,0,0,0,0,0,5,0,2,1,0,3,6.0,2.0,,2,1
2012,San Diego County,El Cajon,1,30,0,2,15,13,210,36,37,137,9,0,0,5,4,43,2,0,41,0,2,0,2,0,1,1,0,1,1,13,5,6,0,0,0,0,4,2,2,3,6,24,12,20,4,9,7,16,6,1,9,30,3,4,1,1,36,40,9,3,24,0,23,34.0,19.0,,32,52
2012,San Diego County,El Cajon,2,27,0,2,5,20,200,42,29,129,15,0,1,2,12,50,6,2,42,2,1,0,3,0,1,1,1,0,0,4,4,1,0,0,0,0,0,4,3,10,3,27,15,29,6,12,11,13,4,5,4,22,6,1,0,0,38,44,6,1,28,0,12,41.0,13.0,,39,36
2012,San Diego County,El Cajon,3,28,1,0,13,14,218,43,34,141,9,0,0,2,7,52,5,2,45,0,0,0,0,0,0,0,2,1,1,9,3,4,0,0,1,1,4,1,2,4,7,25,18,24,6,6,12,19,6,3,10,31,3,0,0,3,40,35,4,6,28,0,25,44.0,23.0,,35,39
2012,San Diego County,El Cajon,4,35,0,4,12,19,213,42,40,131,9,0,1,4,4,54,5,2,47,0,1,0,1,1,1,3,0,2,1,9,6,2,0,0,0,1,3,6,3,4,6,29,13,24,4,5,15,18,4,7,7,32,6,2,0,1,41,28,6,6,32,0,17,34.0,17.0,,39,41
2012,San Diego County,El Cajon,5,27,0,4,9,14,253,47,33,173,5,0,0,1,4,62,3,2,57,1,0,0,1,0,2,2,1,1,0,7,4,3,0,0,0,0,2,2,5,5,2,30,17,29,11,6,12,18,6,2,10,28,5,0,1,0,58,44,7,3,46,1,13,62.0,22.0,,45,44
2012,San Diego County,El Cajon,6,41,0,4,14,23,211,49,34,128,17,0,1,6,10,55,13,3,39,0,0,0,0,0,0,4,2,1,2,9,6,3,0,2,0,1,2,2,5,10,6,32,17,27,10,6,11,22,6,5,11,28,4,2,0,0,34,41,5,5,26,0,17,37.0,26.0,,33,32
2012,San Diego County,El Cajon,7,32,0,3,12,17,215,41,33,141,8,0,1,3,4,52,3,3,46,3,0,0,3,0,2,1,4,0,1,7,7,2,2,0,0,0,1,1,5,6,5,28,13,28,8,5,15,13,4,2,7,29,3,1,0,1,42,39,7,3,28,0,21,34.0,15.0,,48,44
2012,San Diego County,El Cajon,8,39,1,3,17,18,196,49,27,120,15,1,0,7,7,27,4,1,22,0,1,0,1,0,2,1,4,2,2,9,7,3,1,2,3,0,1,1,5,9,3,25,24,34,8,13,13,15,4,6,5,25,0,2,0,1,22,31,10,2,30,0,24,35.0,16.0,,25,44
2012,San Diego County,El Cajon,9,29,0,1,12,16,153,37,21,95,10,0,0,2,8,17,4,0,13,0,0,0,0,0,1,0,1,4,0,7,6,3,0,0,1,0,2,5,3,7,1,17,20,17,2,6,9,20,5,7,8,20,0,1,0,0,18,36,2,2,23,0,14,37.0,23.0,,14,21
2012,San Diego County,El Cajon,10,32,0,1,17,14,203,37,42,124,8,0,0,4,4,44,7,3,34,1,1,0,2,1,1,0,2,2,0,13,11,0,0,1,1,0,4,2,5,5,2,18,19,22,7,15,0,15,6,9,0,41,0,1,1,2,36,38,6,0,13,0,28,42.0,20.0,,37,25
2012,San Diego County,El Cajon,11,20,0,0,9,11,178,36,34,108,12,0,0,5,7,32,4,2,26,2,0,0,2,2,0,0,2,0,1,6,3,0,1,3,1,0,1,0,4,3,4,13,23,17,3,14,0,19,12,7,0,33,0,1,1,0,31,46,3,2,6,0,19,40.0,22.0,,29,17
2012,San Diego County,El Cajon,12,25,0,0,12,13,164,34,30,100,2,0,0,1,1,28,4,2,22,0,0,0,0,0,0,0,5,0,1,6,6,2,0,1,3,0,0,2,2,3,6,25,9,15,5,10,0,19,13,6,0,28,0,2,2,1,26,45,3,0,7,0,16,40.0,18.0,,20,22
2012,San Diego County,Escondido,1,60,0,8,16,36,396,85,82,229,23,0,2,8,13,59,7,10,42,3,0,1,4,1,4,4,3,1,2,10,9,3,1,0,0,0,3,10,7,9,10,38,47,62,8,26,28,23,8,3,12,58,21,3,0,0,46,94,4,6,38,0,41,60.0,47.0,,65,57
2012,San Diego County,Escondido,2,53,1,2,25,25,325,59,65,201,28,0,1,11,16,62,11,7,44,1,0,0,1,2,1,1,5,5,0,15,14,7,0,0,1,0,3,4,11,7,3,28,31,34,4,27,3,25,11,9,5,60,5,0,0,0,45,80,7,8,31,0,30,56.0,34.0,,48,63
2012,San Diego County,Escondido,3,45,0,-1,17,29,295,71,59,165,23,0,0,8,15,49,7,5,37,-1,1,1,1,0,-1,0,2,2,2,11,11,2,1,0,0,0,3,2,10,13,4,35,36,63,6,38,19,8,1,4,3,52,3,4,0,0,36,63,6,4,30,1,25,48.0,34.0,,39,44
2012,San Diego County,Escondido,4,53,1,4,12,36,279,58,48,173,35,0,1,4,30,46,12,5,29,0,1,1,2,0,3,1,2,2,1,7,6,3,0,0,0,0,3,5,6,13,12,31,27,45,5,25,15,13,3,4,6,44,2,2,0,1,36,65,5,6,33,0,27,57.0,37.0,,38,41
2012,San Diego County,Escondido,5,48,2,2,15,29,312,65,44,203,29,1,2,4,22,56,12,4,40,1,0,1,2,0,1,1,4,1,1,9,9,4,0,0,0,0,2,2,8,16,3,31,34,51,3,31,17,14,3,5,6,39,3,2,0,1,41,65,12,12,43,0,29,75.0,45.0,,41,42
2012,San Diego County,Escondido,6,49,0,3,13,33,268,52,37,179,25,1,2,4,18,44,6,1,37,0,0,0,0,0,1,2,1,0,1,11,5,4,0,0,2,0,2,2,5,19,7,25,27,34,6,17,11,18,8,3,7,30,4,3,0,1,36,66,7,17,23,1,28,61.0,33.0,,45,40
2012,San Diego County,Escondido,7,50,0,4,15,31,282,47,46,189,24,0,2,6,16,46,6,11,29,1,0,1,2,0,5,-1,3,2,0,10,8,4,1,0,0,1,1,1,10,10,10,16,31,36,2,10,24,11,4,2,5,42,4,0,0,0,33,75,2,9,40,0,30,71.0,38.0,,36,44
2012,San Diego County,Escondido,8,42,0,5,15,22,271,54,57,160,24,0,2,5,17,42,7,2,33,0,0,0,0,0,3,2,1,5,0,9,6,6,1,0,1,1,0,6,4,9,3,24,30,40,6,14,20,14,2,4,8,48,5,4,0,1,37,45,4,5,30,0,38,52.0,31.0,,36,41
2012,San Diego County,Escondido,9,51,0,3,16,32,287,56,69,162,21,0,0,4,17,36,10,3,23,0,0,0,0,0,3,0,3,3,1,9,7,5,0,0,2,0,2,5,13,8,6,28,28,28,5,14,9,28,9,5,14,63,5,1,0,0,34,67,5,10,28,0,18,63.0,28.0,,35,36
2012,San Diego County,Escondido,10,49,0,1,17,31,295,55,66,174,26,0,0,8,18,44,5,6,33,0,0,1,1,0,1,0,4,1,2,10,7,6,2,0,1,0,1,5,9,12,5,28,27,36,5,15,16,19,9,5,5,61,3,2,0,0,43,65,7,3,26,1,29,44.0,28.0,,51,51
2012,San Diego County,Escondido,11,42,0,1,15,26,334,64,86,184,18,0,1,6,11,58,9,5,44,0,0,0,0,0,0,1,4,3,0,8,5,6,0,1,1,1,1,6,5,11,4,33,31,42,5,20,17,22,9,4,9,75,10,1,0,0,40,76,3,9,24,1,31,63.0,28.0,,44,49
2012,San Diego County,Escondido,12,86,1,6,30,49,543,98,99,346,35,1,2,8,24,68,6,6,56,1,0,0,1,0,4,2,9,3,6,12,14,10,0,1,2,0,3,7,8,22,12,48,50,65,4,24,37,33,18,2,13,85,11,3,1,0,82,107,4,10,62,1,79,121.0,75.0,,74,76
2012,San Diego County,Imperial Beach,1,11,1,0,0,10,44,5,10,29,10,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,3,4,0,0,4,1,1,0,0,10,0,0,0,0,4,15,3,1,6,0,0,17.0,3.0,,3,6
