Year,County,NCICCode,Month,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT200nao_sum,LT50200nao_sum,LT50nao_sum
2013,San Diego County,San Diego Co. Sheriff's Department,6,137,0,6,17,114,464,133,50,281,85,1,2,8,74,83,24,11,48,0,0,3,3,0,5,1,2,3,2,10,10,4,0,0,1,0,2,4,17,57,36,59,74,91,7,27,57,42,16,10,16,46,0,4,0,2,38,123,22,8,60,0,28,120.0,46.0,,50,65
2013,San Diego County,San Diego Co. Sheriff's Department,7,111,0,5,13,93,440,164,52,224,80,0,4,9,67,65,21,9,35,0,0,2,2,2,6,-1,2,2,2,7,4,2,0,1,5,0,1,14,13,29,37,87,77,110,11,51,48,54,13,9,32,45,0,7,1,3,25,98,18,2,51,0,26,107.0,33.0,,36,48
2013,San Diego County,San Diego Co. Sheriff's Department,8,127,2,3,17,105,442,134,59,249,67,2,0,8,57,61,20,5,36,1,0,2,3,1,2,1,7,0,-1,11,5,6,1,0,4,0,1,5,19,48,33,84,50,86,10,33,43,48,16,5,27,50,0,9,1,4,23,112,17,7,57,0,28,116.0,36.0,,42,55
2013,San Diego County,San Diego Co. Sheriff's Department,9,163,0,10,21,132,444,128,84,232,102,0,4,10,88,70,12,18,40,0,2,4,6,2,8,2,10,0,1,10,9,1,2,3,3,0,3,17,23,57,35,70,58,82,15,32,35,46,13,8,25,76,2,6,0,0,37,90,20,4,58,0,23,86.0,41.0,,49,56
2013,San Diego County,San Diego Co. Sheriff's Department,10,138,0,10,12,116,419,126,60,233,86,3,3,11,69,80,27,5,48,0,0,3,3,4,8,2,1,4,1,6,8,1,0,0,1,0,2,10,19,45,42,68,58,77,13,24,40,49,13,13,23,53,1,6,1,1,30,93,22,4,54,0,28,112.0,41.0,,33,47
2013,San Diego County,San Diego Co. Sheriff's Department,11,132,0,7,20,105,451,116,68,267,70,1,4,10,55,62,20,9,33,0,0,5,5,0,6,1,3,3,2,12,10,4,0,3,2,0,1,14,15,47,29,64,52,74,6,26,42,42,12,10,20,60,0,8,0,2,28,129,16,3,64,0,25,114.0,56.0,,35,62
2013,San Diego County,San Diego Co. Sheriff's Department,12,108,1,3,21,83,400,117,55,228,62,1,1,6,54,68,14,8,46,0,0,2,2,2,2,1,4,2,2,13,8,3,0,4,5,0,1,3,16,35,29,69,48,76,10,24,42,41,9,5,27,52,0,3,0,1,38,89,17,5,59,0,19,101.0,40.0,,38,49
2013,San Diego County,Carlsbad,1,17,0,1,4,12,204,46,17,141,7,0,0,0,7,30,5,1,24,0,0,0,0,0,1,0,1,0,1,2,2,1,0,0,0,1,0,0,2,9,1,29,17,23,4,8,11,23,9,3,11,17,0,0,1,0,22,74,0,6,19,0,19,52.0,30.0,,20,39
2013,San Diego County,Carlsbad,2,13,0,1,2,10,111,25,6,80,9,0,0,2,7,23,6,1,16,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2,1,6,1,14,11,12,2,4,6,13,6,4,3,6,0,0,0,0,12,40,0,1,17,0,10,48.0,12.0,,7,13
2013,San Diego County,Carlsbad,3,19,0,3,5,11,172,45,8,119,10,0,2,2,6,25,9,0,16,0,0,0,0,0,1,2,0,0,0,5,3,1,0,0,0,0,1,1,0,5,5,21,24,26,5,10,11,19,4,2,13,8,0,0,0,1,26,52,0,5,19,0,16,45.0,23.0,,20,31
2013,San Diego County,Carlsbad,4,17,0,1,3,13,198,43,15,140,14,0,0,3,11,34,2,1,31,1,0,1,2,1,1,0,1,1,0,1,2,1,0,0,0,0,0,0,4,3,6,26,17,21,0,9,12,22,6,6,10,14,1,0,1,0,18,65,1,3,29,1,22,65.0,27.0,,20,28
2013,San Diego County,Carlsbad,5,22,0,2,4,16,191,55,9,127,19,0,3,0,16,35,7,1,27,0,1,0,1,0,2,0,0,0,1,3,1,1,0,0,0,2,0,0,0,11,5,21,34,38,9,12,17,17,7,6,4,7,1,1,0,0,23,48,0,2,24,0,30,44.0,25.0,,21,37
2013,San Diego County,Carlsbad,6,17,0,2,5,10,188,65,7,116,6,0,0,2,4,35,8,1,26,3,1,0,4,0,2,0,1,0,0,4,3,0,0,0,0,2,0,1,0,6,3,28,37,43,5,14,24,22,7,0,15,4,2,1,0,1,11,45,1,5,35,0,18,49.0,19.0,,14,34
2013,San Diego County,Carlsbad,7,24,0,2,3,19,208,47,15,146,13,0,0,6,7,51,12,5,34,0,1,1,2,1,2,0,0,0,0,3,0,2,0,0,0,0,1,-1,2,12,6,21,26,25,7,8,10,22,5,6,11,14,0,1,0,1,25,52,2,14,27,1,24,66.0,30.0,,25,25
2013,San Diego County,Carlsbad,8,13,1,0,8,4,170,40,8,122,12,1,0,4,7,35,12,1,22,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,0,2,0,0,4,0,18,22,19,2,5,12,21,4,5,12,7,0,1,0,0,21,57,1,11,10,0,22,61.0,18.0,,16,27
2013,San Diego County,Carlsbad,9,12,0,5,0,7,158,35,5,118,4,0,0,1,3,36,8,2,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,13,22,21,2,7,12,14,4,4,6,6,0,-1,0,0,21,50,0,10,23,0,14,50.0,26.0,,20,22
2013,San Diego County,Carlsbad,10,17,0,1,1,15,184,43,16,125,17,0,1,4,12,30,7,1,22,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,5,6,24,19,22,3,6,13,21,6,9,6,14,2,0,0,0,17,60,0,2,19,0,27,42.0,15.0,,27,41
2013,San Diego County,Carlsbad,11,17,0,3,3,11,136,35,13,88,20,0,0,7,13,34,8,2,24,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,2,6,3,18,17,14,1,4,9,21,7,6,8,11,1,1,0,0,23,36,0,3,14,0,12,36.0,17.0,,13,22
2013,San Diego County,Carlsbad,12,33,0,2,6,25,165,46,5,114,27,0,2,1,24,46,4,2,40,0,0,0,0,0,2,0,3,0,0,3,1,1,0,0,2,2,0,2,5,7,11,20,26,36,4,9,23,10,3,2,5,4,0,1,0,0,33,39,1,2,18,0,21,38.0,22.0,,24,30
2013,San Diego County,Chula Vista,1,32,0,1,15,16,435,59,70,306,16,0,1,3,12,59,4,1,54,0,3,3,6,0,1,0,4,5,2,4,6,4,1,1,1,0,2,1,6,10,-1,37,22,28,9,5,14,31,10,5,16,68,-2,4,0,1,65,162,13,13,26,0,26,109.0,60.0,,55,82
2013,San Diego County,Chula Vista,2,64,0,5,28,31,669,117,99,453,25,0,2,7,16,80,16,4,60,0,0,0,0,0,3,2,4,7,2,15,6,5,2,1,3,1,10,5,10,14,2,56,61,70,8,33,29,47,8,9,30,84,10,5,1,2,62,248,18,19,58,3,42,154.0,89.0,,101,109
2013,San Diego County,Chula Vista,3,52,0,4,18,30,402,86,65,251,23,0,0,8,15,70,8,0,62,13,1,0,14,2,3,1,2,3,2,11,7,4,2,0,1,0,4,3,13,12,2,30,56,58,9,18,31,28,14,8,6,48,15,2,0,1,55,90,10,13,39,0,43,108.0,44.0,,53,46
2013,San Diego County,Chula Vista,4,55,1,3,19,32,461,82,52,327,28,1,0,10,17,74,8,1,65,2,1,1,4,2,3,0,3,4,2,10,3,10,1,0,2,0,3,8,5,15,4,50,32,58,9,24,25,24,8,4,12,40,8,4,0,0,68,124,30,21,43,0,41,114.0,70.0,,76,67
2013,San Diego County,Chula Vista,5,53,0,3,26,24,404,79,59,266,24,0,0,9,15,76,11,1,64,3,0,0,3,1,1,2,5,5,4,12,3,12,0,0,4,0,7,1,10,13,0,49,30,49,7,24,18,30,10,7,13,43,13,3,0,2,73,86,23,10,38,1,33,88.0,48.0,,59,71
2013,San Diego County,Chula Vista,6,42,1,3,18,20,297,72,42,183,15,1,0,5,9,62,8,4,50,0,0,1,1,0,3,0,3,1,2,12,11,2,0,1,2,1,1,3,6,8,3,46,26,41,5,17,19,31,19,2,10,32,8,2,1,1,54,56,12,7,28,1,23,63.0,40.0,,33,47
2013,San Diego County,Chula Vista,7,55,0,3,28,24,632,132,84,416,25,0,1,8,16,82,10,3,69,0,0,0,0,0,3,0,3,5,4,16,3,9,0,0,2,0,14,1,7,15,1,50,82,90,12,28,50,42,17,2,23,71,9,4,1,2,82,165,33,26,58,1,48,158.0,86.0,,83,89
2013,San Diego County,Chula Vista,8,46,0,1,15,30,363,67,48,248,18,0,0,4,14,59,5,2,52,0,0,0,0,0,0,1,3,2,0,10,4,5,0,0,1,0,5,4,7,12,7,29,38,44,8,14,22,23,6,7,10,34,11,3,0,0,57,85,23,18,44,0,21,83.0,59.0,,61,45
2013,San Diego County,Chula Vista,9,46,0,2,22,22,325,57,47,221,21,0,0,8,13,58,9,1,48,1,0,0,1,0,2,0,7,2,1,12,5,3,3,1,2,0,8,1,7,13,1,26,31,33,2,15,16,24,9,4,11,37,6,4,0,0,60,66,21,9,38,0,27,79.0,46.0,,37,59
2013,San Diego County,Chula Vista,10,65,0,2,21,42,498,88,82,328,34,0,1,8,25,86,6,2,78,4,0,0,4,1,2,0,3,3,4,11,1,5,2,1,3,0,9,4,9,23,6,27,61,51,9,14,28,37,11,7,19,63,15,4,0,0,83,87,27,34,58,1,38,112.0,60.0,,99,57
2013,San Diego County,Chula Vista,11,38,0,3,19,16,391,63,60,268,12,0,0,6,6,58,7,3,48,0,0,0,0,0,2,1,4,2,3,10,2,7,1,3,1,0,5,6,4,5,1,28,35,37,0,17,20,26,11,5,10,53,6,1,0,0,45,84,22,24,69,1,23,105.0,53.0,,48,62
2013,San Diego County,Chula Vista,12,47,0,-1,19,29,407,69,73,265,18,0,0,9,9,111,44,1,66,2,0,0,2,1,-1,0,5,0,1,13,4,8,0,0,1,0,6,2,13,12,2,32,37,48,7,12,29,21,8,5,8,48,20,5,1,0,46,78,18,12,78,2,30,107.0,41.0,,57,60
2013,San Diego County,Coronado,1,0,0,0,0,0,19,3,1,15,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,0,1,1,0,0,0,0,0,3,0,9,2,0,1,7.0,2.0,,6,0
2013,San Diego County,Coronado,2,1,0,0,0,1,36,9,3,24,1,0,1,0,0,8,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,0,1,3,5,0,1,4,2,0,1,0,0,2,4,0,11,2,0,5,11.0,5.0,,5,3
2013,San Diego County,Coronado,3,1,0,0,1,0,40,5,3,32,2,0,2,0,0,9,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,2,0,2,0,2,0,1,0,0,1,5,0,17,6,0,3,14.0,13.0,,1,4
2013,San Diego County,Coronado,4,2,0,0,1,1,63,1,3,59,2,0,0,0,2,7,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,2,4,1,47,3,0,2,26.0,13.0,,17,3
2013,San Diego County,Coronado,5,1,0,0,1,0,41,4,1,36,0,0,0,0,0,13,2,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,3,1,0,0,0,0,0,1,0,0,0,0,3,0,24,2,0,7,15.0,13.0,,7,1
2013,San Diego County,Coronado,6,2,0,0,0,2,50,2,3,45,2,0,0,1,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,2,0,1,1,0,1,8,2,25,0,0,8,24.0,13.0,,6,2
2013,San Diego County,Coronado,7,0,0,0,0,0,45,1,3,41,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,2,3,3,21,2,0,9,17.0,12.0,,10,2
2013,San Diego County,Coronado,8,2,0,1,0,1,61,7,2,52,0,0,0,0,0,10,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,5,0,2,0,0,0,0,2,0,0,1,0,2,3,0,33,6,0,7,32.0,7.0,,9,4
2013,San Diego County,Coronado,9,0,0,0,0,0,50,6,4,40,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,1,4,1,0,3,1,1,2,0,0,1,7,1,20,0,0,11,18.0,13.0,,8,1
2013,San Diego County,Coronado,10,1,0,0,1,0,55,14,1,40,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,8,12,0,8,4,2,0,2,0,0,0,1,0,0,3,5,0,19,4,0,9,17.0,9.0,,9,5
2013,San Diego County,Coronado,11,0,0,0,0,0,54,2,2,50,1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0,1,0,0,2,5,2,30,3,0,8,30.0,7.0,,10,3
2013,San Diego County,Coronado,12,1,0,1,0,0,41,3,2,36,0,0,0,0,0,16,14,0,2,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,1,1,0,0,1,0,1,0,0,2,1,0,25,1,1,6,13.0,11.0,,12,0
2013,San Diego County,Del Mar,1,1,0,0,0,1,11,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-1,0,0,0,0,2,0,0,2,1,0,0,0,0,1,5,0,0,2,0,0,5.0,2.0,,1,0
2013,San Diego County,Del Mar,2,0,0,0,0,0,12,1,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,8.0,0.0,,3,0
2013,San Diego County,Del Mar,3,1,0,0,1,0,17,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,8,0,1,2,0,1,9.0,2.0,,3,1
2013,San Diego County,Del Mar,4,1,0,0,0,1,10,1,0,9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,1,1,0,0,0,6.0,1.0,,2,0
2013,San Diego County,Del Mar,5,0,0,0,0,0,17,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,3,8,0,0,1,0,2,11.0,1.0,,0,2
2013,San Diego County,Del Mar,6,3,0,0,1,2,16,2,0,14,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,9,0,0,1,0,3,9.0,2.0,,2,1
2013,San Diego County,Del Mar,7,7,0,0,0,7,29,9,2,18,5,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,5,4,4,0,2,2,5,1,0,4,1,0,1,0,1,0,5,1,1,5,0,5,9.0,3.0,,3,3
2013,San Diego County,Del Mar,8,0,0,0,0,0,19,3,3,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,1,1,0,3,0,0,0,0,0,6,0,2,3,0,2,10.0,2.0,,1,0
2013,San Diego County,Del Mar,9,2,0,0,1,1,16,2,2,12,2,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,8,0,1,1,0,2,9.0,2.0,,1,0
2013,San Diego County,Del Mar,10,0,0,0,0,0,12,4,0,8,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,4,0,0,2,0,2,2.0,5.0,,1,0
2013,San Diego County,Del Mar,11,0,0,0,0,0,10,5,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,3,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3.0,0.0,,1,0
2013,San Diego County,Del Mar,12,1,0,1,0,0,10,1,1,8,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0,4,0,0,3.0,0.0,,3,2
2013,San Diego County,El Cajon,1,29,0,1,15,13,256,33,39,184,14,0,0,5,9,52,6,3,43,0,0,0,0,0,1,0,1,2,1,11,9,0,1,4,0,0,1,1,5,5,2,17,16,19,5,14,0,14,6,8,0,34,1,4,1,1,37,92,13,7,8,0,25,61.0,34.0,,44,45
2013,San Diego County,El Cajon,2,19,0,1,12,6,231,42,39,150,7,0,0,4,3,43,11,3,29,1,1,0,2,1,1,0,2,2,0,8,6,1,0,5,0,0,0,1,2,0,3,20,22,17,8,7,2,25,12,11,2,35,1,3,0,2,21,84,5,3,11,0,24,56.0,23.0,,33,38
2013,San Diego County,El Cajon,3,28,0,0,14,14,219,34,38,147,11,0,0,3,8,44,3,3,38,1,1,1,3,1,0,0,3,0,0,11,5,0,1,3,2,0,3,1,1,6,6,21,13,25,7,14,4,9,2,5,2,36,0,2,1,1,39,65,3,2,8,0,28,61.0,18.0,,29,39
2013,San Diego County,El Cajon,4,30,0,2,13,15,240,37,41,162,13,0,0,6,7,48,4,2,42,0,2,0,2,0,2,0,2,2,0,9,7,1,1,3,0,0,1,4,4,5,2,23,14,28,7,17,4,9,3,2,4,37,0,4,0,1,38,74,5,8,9,0,27,52.0,27.0,,41,42
2013,San Diego County,El Cajon,5,34,0,3,13,18,242,48,42,152,15,0,1,5,9,34,3,2,29,0,0,0,0,0,2,1,3,1,1,8,5,0,0,3,1,1,3,1,4,7,6,34,14,36,4,10,22,12,1,3,8,37,0,5,0,1,31,61,16,5,11,1,26,54.0,28.0,,36,34
2013,San Diego County,El Cajon,6,22,1,1,8,12,253,49,31,173,11,1,0,4,6,50,6,0,44,0,0,0,0,0,1,0,3,1,1,3,3,2,0,0,1,1,1,0,4,4,4,26,23,37,16,21,0,12,8,4,0,28,0,3,0,2,47,69,17,6,8,0,24,68.0,24.0,,34,47
2013,San Diego County,El Cajon,7,46,0,6,16,24,228,46,38,144,19,0,1,6,12,39,1,0,38,1,0,1,2,0,6,0,2,5,3,6,6,3,0,1,1,3,2,0,13,8,3,22,24,30,14,16,0,16,9,7,0,35,0,3,1,0,41,51,11,8,11,0,21,36.0,24.0,,47,37
2013,San Diego County,El Cajon,8,30,0,1,6,23,249,54,47,148,14,0,0,1,13,43,4,0,39,0,0,0,0,0,1,0,3,1,1,1,4,0,0,0,1,0,1,1,7,11,4,38,16,32,3,14,15,22,8,3,11,46,1,0,1,0,46,46,9,6,22,0,18,47.0,30.0,,35,36
2013,San Diego County,El Cajon,9,43,0,4,11,28,206,30,41,135,18,0,0,5,13,39,0,0,39,0,1,3,4,1,3,1,0,1,1,9,4,3,0,0,1,1,2,3,5,12,8,15,15,16,3,5,8,14,5,1,8,37,1,3,0,0,41,52,8,4,18,0,12,38.0,23.0,,40,34
2013,San Diego County,El Cajon,10,34,0,1,11,22,245,48,42,155,14,0,0,4,10,77,7,3,67,0,2,0,2,0,1,0,3,1,2,5,5,5,1,0,0,0,0,6,2,10,4,31,17,27,1,13,13,21,11,3,7,39,0,3,0,4,68,40,5,6,23,0,9,38.0,33.0,,42,42
2013,San Diego County,El Cajon,11,36,1,4,13,18,173,35,29,109,15,1,0,6,8,44,3,1,40,0,1,1,2,1,4,0,1,2,2,8,5,6,1,1,0,0,0,0,4,8,6,22,13,17,2,8,7,18,8,1,9,27,-1,3,1,0,40,33,3,0,26,1,5,31.0,25.0,,22,31
2013,San Diego County,El Cajon,12,35,0,5,11,19,188,37,35,116,16,0,0,5,11,55,2,2,51,0,0,0,0,0,0,5,3,4,0,4,7,2,0,1,1,0,0,5,4,7,3,24,13,17,2,7,8,20,6,3,11,34,0,1,2,0,52,29,5,3,14,4,7,26.0,24.0,,36,30
2013,San Diego County,Escondido,1,36,0,2,16,18,319,45,69,205,21,0,0,7,14,56,4,7,45,0,0,1,1,0,1,1,5,1,0,10,6,7,0,0,2,0,1,2,2,7,7,23,22,24,1,7,16,21,8,5,8,55,10,4,1,0,57,78,2,2,36,1,28,71.0,38.0,,46,50
2013,San Diego County,Escondido,2,55,0,3,19,33,307,38,65,204,21,0,1,3,17,66,8,5,53,0,0,0,0,0,2,1,3,4,5,7,10,5,0,0,2,0,2,4,8,9,12,16,22,15,3,7,5,23,7,7,9,61,4,0,0,0,53,77,4,3,31,0,36,90.0,27.0,,38,49
2013,San Diego County,Escondido,3,41,0,5,15,21,332,73,61,198,25,0,3,6,16,63,11,5,47,2,0,0,2,0,4,1,2,3,1,9,6,4,0,2,0,0,3,3,8,5,5,45,28,29,3,17,9,44,16,1,27,45,16,0,0,1,54,62,4,6,39,1,31,67.0,32.0,,48,51
2013,San Diego County,Escondido,4,55,1,1,17,36,299,65,60,174,23,1,3,4,15,43,5,4,34,0,0,0,0,0,1,0,3,3,2,9,7,6,0,0,0,0,4,9,12,9,6,33,32,45,11,18,16,20,8,2,10,52,8,0,0,0,41,49,3,4,41,0,36,58.0,37.0,,30,49
2013,San Diego County,Escondido,5,63,1,1,20,41,317,65,71,181,29,1,0,5,23,59,14,3,42,0,0,1,1,0,1,0,5,4,2,9,8,4,1,1,1,0,5,8,10,13,10,33,32,43,9,21,13,22,12,0,10,64,4,3,0,2,33,67,1,13,27,1,37,62.0,36.0,,39,44
2013,San Diego County,Escondido,6,18,1,2,7,8,129,24,26,79,6,1,0,2,3,18,3,1,14,0,0,0,0,0,2,0,1,2,0,4,6,0,0,0,0,0,1,1,1,2,4,10,14,15,4,5,6,9,2,4,3,26,0,0,0,0,16,20,2,3,19,2,17,28.0,18.0,,11,22
2013,San Diego County,Escondido,7,47,1,3,13,30,322,65,44,213,20,1,0,2,17,63,4,2,57,0,0,0,0,0,3,0,3,1,1,8,6,5,0,0,0,0,2,0,4,18,8,33,32,50,7,13,30,15,4,2,9,36,6,2,0,0,50,59,0,15,41,0,48,81.0,30.0,,55,47
2013,San Diego County,Escondido,8,52,0,5,12,35,324,57,63,204,20,0,0,6,14,44,4,0,40,0,1,0,1,0,5,0,1,0,3,8,6,2,0,0,1,0,3,6,6,14,9,25,32,36,2,11,23,21,6,2,13,61,2,0,0,1,30,72,2,14,48,1,36,79.0,41.0,,41,43
2013,San Diego County,Escondido,9,50,1,2,16,31,353,76,75,202,23,1,0,4,18,36,3,7,26,1,1,0,2,1,1,1,4,4,1,7,6,5,0,1,1,1,2,9,4,13,5,35,41,46,8,18,20,30,7,5,18,70,4,1,0,0,28,84,1,10,36,0,43,72.0,35.0,,44,51
2013,San Diego County,Escondido,10,74,0,6,24,44,471,89,96,286,36,0,1,6,29,57,7,7,43,1,1,0,2,1,5,1,3,5,2,14,9,6,0,0,1,0,8,4,14,17,9,43,46,56,11,25,20,33,9,6,18,85,10,1,0,1,64,109,4,16,49,0,43,94.0,54.0,,66,72
2013,San Diego County,Escondido,11,49,1,3,23,22,363,64,64,235,17,1,0,9,7,70,6,3,61,0,1,0,1,0,3,0,6,2,2,13,9,5,1,4,1,1,2,1,4,6,11,33,31,44,8,20,16,20,8,2,10,49,12,3,0,0,80,70,6,11,30,0,38,71.0,50.0,,57,57
2013,San Diego County,Escondido,12,56,0,6,19,31,429,56,78,295,23,0,1,4,18,77,7,1,69,2,0,0,2,1,5,1,2,8,3,6,9,5,0,0,2,0,3,4,6,15,6,24,32,28,4,11,13,28,8,4,16,63,12,3,2,0,99,76,7,10,51,0,50,97.0,49.0,,66,83
2013,San Diego County,Imperial Beach,1,15,0,-1,5,11,43,12,11,20,12,0,0,3,9,13,3,0,10,0,0,0,0,0,-1,0,4,0,0,1,1,2,0,0,0,0,2,0,3,5,3,4,8,6,2,2,2,6,2,1,3,11,0,0,0,0,7,6,2,-1,5,0,1,6.0,2.0,,3,9
2013,San Diego County,Imperial Beach,2,10,1,1,4,4,32,2,12,18,5,1,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,0,2,0,0,0,0,1,2,1,0,2,2,1,1,0,0,0,0,0,9,0,3,0,-1,4,10,3,0,2,0,0,7.0,3.0,,3,5
2013,San Diego County,Imperial Beach,3,17,0,1,4,12,32,10,7,15,14,0,1,3,10,10,3,3,4,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,1,1,0,1,3,4,4,6,4,5,1,1,3,5,2,2,1,5,0,2,0,0,2,5,2,2,2,0,2,5.0,0.0,,4,6
2013,San Diego County,Imperial Beach,4,13,0,1,3,9,33,9,10,14,11,0,0,4,7,3,1,0,2,1,1,1,3,0,1,0,-1,1,0,3,1,0,0,0,2,0,0,0,5,1,3,4,5,5,0,1,4,4,1,0,3,9,0,1,0,1,1,2,3,2,4,0,1,6.0,2.0,,2,4
2013,San Diego County,Imperial Beach,5,7,0,0,1,6,27,7,8,12,7,1,0,2,4,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,5,2,5,1,2,2,2,1,0,1,5,0,3,0,0,2,3,1,3,1,0,2,2.0,3.0,,3,4
2013,San Diego County,Imperial Beach,6,10,0,1,1,8,22,4,5,13,7,0,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,2,4,0,3,0,0,3,1,0,1,0,2,0,3,0,0,2,4,0,0,4,0,3,3.0,1.0,,2,7
2013,San Diego County,Imperial Beach,7,13,0,1,1,11,39,12,6,21,4,0,0,0,4,4,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,4,4,8,4,8,2,2,4,4,2,0,2,5,1,0,0,0,1,8,2,4,4,0,2,8.0,6.0,,2,5
